"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Sep 07 08:32:55 GMT 2022","Wed Sep 07 08:32:58 GMT 2022","3318","All tests","Все тесты","tests.contract.ReqResContractTest","tests.contract.ReqResContractTest","checkGetSingleUser","Проверка контракта получения пользователя",""
"passed","Wed Sep 07 08:32:55 GMT 2022","Wed Sep 07 08:32:58 GMT 2022","3401","All tests","Все тесты","tests.contract.ReqResContractTest","tests.contract.ReqResContractTest","checkGetListUsers","Проверка контракта получения списка пользователей",""
"passed","Wed Sep 07 08:32:55 GMT 2022","Wed Sep 07 08:32:59 GMT 2022","4034","All tests","Все тесты","tests.integration.ReqResIntegrationTest","tests.integration.ReqResIntegrationTest","createAndDeleteUser","Создание и удаление пользователя",""
"passed","Wed Sep 07 08:32:55 GMT 2022","Wed Sep 07 08:32:58 GMT 2022","3563","All tests","Все тесты","tests.integration.ReqResIntegrationTest","tests.integration.ReqResIntegrationTest","loginWithoutPassword","Попытка входа без пароля",""
"passed","Wed Sep 07 08:32:55 GMT 2022","Wed Sep 07 08:32:59 GMT 2022","3877","All tests","Все тесты","tests.integration.ReqResIntegrationTest","tests.integration.ReqResIntegrationTest","registerAndLogin","Регистраци и логин",""
