"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 19 05:25:44 GMT 2022","Mon Sep 19 05:25:47 GMT 2022","3159","All tests","Все тесты","tests.integration.ReqResIntegrationTest","tests.integration.ReqResIntegrationTest","loginWithoutPassword","Попытка входа без пароля",""
"passed","Mon Sep 19 05:25:44 GMT 2022","Mon Sep 19 05:25:47 GMT 2022","3287","All tests","Все тесты","tests.contract.ReqResContractTest","tests.contract.ReqResContractTest","checkGetSingleUser","Проверка контракта получения пользователя",""
"passed","Mon Sep 19 05:25:44 GMT 2022","Mon Sep 19 05:25:47 GMT 2022","3504","All tests","Все тесты","tests.integration.ReqResIntegrationTest","tests.integration.ReqResIntegrationTest","createAndDeleteUser","Создание и удаление пользователя",""
"passed","Mon Sep 19 05:25:44 GMT 2022","Mon Sep 19 05:25:47 GMT 2022","3399","All tests","Все тесты","tests.integration.ReqResIntegrationTest","tests.integration.ReqResIntegrationTest","registerAndLogin","Регистраци и логин",""
"passed","Mon Sep 19 05:25:44 GMT 2022","Mon Sep 19 05:25:47 GMT 2022","3348","All tests","Все тесты","tests.contract.ReqResContractTest","tests.contract.ReqResContractTest","checkGetListUsers","Проверка контракта получения списка пользователей",""
