"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Sep 05 14:03:07 GMT 2022","Mon Sep 05 14:03:11 GMT 2022","3956","All tests","Все тесты","tests.contract.ReqResContractTest","tests.contract.ReqResContractTest","checkGetSingleUser","Проверка контракта получения пользователя",""
"passed","Mon Sep 05 14:03:07 GMT 2022","Mon Sep 05 14:03:11 GMT 2022","3828","All tests","Все тесты","tests.integration.ReqResIntegrationTest","tests.integration.ReqResIntegrationTest","loginWithoutPassword","Попытка входа без пароля",""
"passed","Mon Sep 05 14:03:07 GMT 2022","Mon Sep 05 14:03:11 GMT 2022","4181","All tests","Все тесты","tests.integration.ReqResIntegrationTest","tests.integration.ReqResIntegrationTest","createAndDeleteUser","Создание и удаление пользователя",""
"passed","Mon Sep 05 14:03:07 GMT 2022","Mon Sep 05 14:03:11 GMT 2022","4072","All tests","Все тесты","tests.contract.ReqResContractTest","tests.contract.ReqResContractTest","checkGetListUsers","Проверка контракта получения списка пользователей",""
"passed","Mon Sep 05 14:03:07 GMT 2022","Mon Sep 05 14:03:11 GMT 2022","4050","All tests","Все тесты","tests.integration.ReqResIntegrationTest","tests.integration.ReqResIntegrationTest","registerAndLogin","Регистраци и логин",""
